date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
13:49:26	323/323	---M--	200	added ('OK')	image/png	etag:%22143-5a3bc912ab7b8%22	http://127.0.0.1/wordpress/wp-content/plugins/js_composer/assets/vc/info.png	C:/Users/admin/Desktop/ptsd/ptsd/127.0.0.1/wordpress/wp-content/plugins/js_composer/assets/vc/info.png	(from http://127.0.0.1/wordpress/wp-content/plugins/js_composer/assets/css/js_composer.min.css?ver=5.6)
13:49:26	244/244	---M--	200	added ('OK')	image/png	etag:%22f4-5a3bc912b6b4b%22	http://127.0.0.1/wordpress/wp-content/plugins/js_composer/assets/vc/tick.png	C:/Users/admin/Desktop/ptsd/ptsd/127.0.0.1/wordpress/wp-content/plugins/js_composer/assets/vc/tick.png	(from http://127.0.0.1/wordpress/wp-content/plugins/js_composer/assets/css/js_composer.min.css?ver=5.6)
13:49:26	495/495	---M--	200	added ('OK')	image/png	etag:%221ef-5a3bc9129fc56%22	http://127.0.0.1/wordpress/wp-content/plugins/js_composer/assets/vc/exclamation.png	C:/Users/admin/Desktop/ptsd/ptsd/127.0.0.1/wordpress/wp-content/plugins/js_composer/assets/vc/exclamation.png	(from http://127.0.0.1/wordpress/wp-content/plugins/js_composer/assets/css/js_composer.min.css?ver=5.6)
13:49:26	712/712	---M--	200	added ('OK')	image/png	etag:%222c8-5a3bc9108e531%22	http://127.0.0.1/wordpress/wp-content/plugins/js_composer/assets/images/icons/address-book.png	C:/Users/admin/Desktop/ptsd/ptsd/127.0.0.1/wordpress/wp-content/plugins/js_composer/assets/images/icons/address-book.png	(from http://127.0.0.1/wordpress/wp-content/plugins/js_composer/assets/css/js_composer.min.css?ver=5.6)
13:49:27	841/841	---M--	200	added ('OK')	image/png	etag:%22349-5a3bc9108ed02%22	http://127.0.0.1/wordpress/wp-content/plugins/js_composer/assets/images/icons/alarm-clock.png	C:/Users/admin/Desktop/ptsd/ptsd/127.0.0.1/wordpress/wp-content/plugins/js_composer/assets/images/icons/alarm-clock.png	(from http://127.0.0.1/wordpress/wp-content/plugins/js_composer/assets/css/js_composer.min.css?ver=5.6)
13:49:27	694/694	---M--	200	added ('OK')	image/png	etag:%222b6-5a3bc9108f4cf%22	http://127.0.0.1/wordpress/wp-content/plugins/js_composer/assets/images/icons/anchor.png	C:/Users/admin/Desktop/ptsd/ptsd/127.0.0.1/wordpress/wp-content/plugins/js_composer/assets/images/icons/anchor.png	(from http://127.0.0.1/wordpress/wp-content/plugins/js_composer/assets/css/js_composer.min.css?ver=5.6)
13:49:27	544/544	---M--	200	added ('OK')	image/png	etag:%22220-5a3bc9108fc9e%22	http://127.0.0.1/wordpress/wp-content/plugins/js_composer/assets/images/icons/application-image.png	C:/Users/admin/Desktop/ptsd/ptsd/127.0.0.1/wordpress/wp-content/plugins/js_composer/assets/images/icons/application-image.png	(from http://127.0.0.1/wordpress/wp-content/plugins/js_composer/assets/css/js_composer.min.css?ver=5.6)
13:49:27	590/590	---M--	200	added ('OK')	image/png	etag:%2224e-5a3bc9109046d%22	http://127.0.0.1/wordpress/wp-content/plugins/js_composer/assets/images/icons/arrow.png	C:/Users/admin/Desktop/ptsd/ptsd/127.0.0.1/wordpress/wp-content/plugins/js_composer/assets/images/icons/arrow.png	(from http://127.0.0.1/wordpress/wp-content/plugins/js_composer/assets/css/js_composer.min.css?ver=5.6)
13:49:28	682/682	---M--	200	added ('OK')	image/png	etag:%222aa-5a3bc91090854%22	http://127.0.0.1/wordpress/wp-content/plugins/js_composer/assets/images/icons/asterisk.png	C:/Users/admin/Desktop/ptsd/ptsd/127.0.0.1/wordpress/wp-content/plugins/js_composer/assets/images/icons/asterisk.png	(from http://127.0.0.1/wordpress/wp-content/plugins/js_composer/assets/css/js_composer.min.css?ver=5.6)
13:49:28	705/705	---M--	200	added ('OK')	image/png	etag:%222c1-5a3bc91091024%22	http://127.0.0.1/wordpress/wp-content/plugins/js_composer/assets/images/icons/auction-hammer.png	C:/Users/admin/Desktop/ptsd/ptsd/127.0.0.1/wordpress/wp-content/plugins/js_composer/assets/images/icons/auction-hammer.png	(from http://127.0.0.1/wordpress/wp-content/plugins/js_composer/assets/css/js_composer.min.css?ver=5.6)
13:49:28	674/674	---M--	200	added ('OK')	image/png	etag:%222a2-5a3bc91091fc1%22	http://127.0.0.1/wordpress/wp-content/plugins/js_composer/assets/images/icons/balloon.png	C:/Users/admin/Desktop/ptsd/ptsd/127.0.0.1/wordpress/wp-content/plugins/js_composer/assets/images/icons/balloon.png	(from http://127.0.0.1/wordpress/wp-content/plugins/js_composer/assets/css/js_composer.min.css?ver=5.6)
13:49:28	717/717	---M--	200	added ('OK')	image/png	etag:%222cd-5a3bc9109140a%22	http://127.0.0.1/wordpress/wp-content/plugins/js_composer/assets/images/icons/balloon-buzz.png	C:/Users/admin/Desktop/ptsd/ptsd/127.0.0.1/wordpress/wp-content/plugins/js_composer/assets/images/icons/balloon-buzz.png	(from http://127.0.0.1/wordpress/wp-content/plugins/js_composer/assets/css/js_composer.min.css?ver=5.6)
13:49:28	691/691	---M--	200	added ('OK')	image/png	etag:%222b3-5a3bc910917f1%22	http://127.0.0.1/wordpress/wp-content/plugins/js_composer/assets/images/icons/balloon-facebook.png	C:/Users/admin/Desktop/ptsd/ptsd/127.0.0.1/wordpress/wp-content/plugins/js_composer/assets/images/icons/balloon-facebook.png	(from http://127.0.0.1/wordpress/wp-content/plugins/js_composer/assets/css/js_composer.min.css?ver=5.6)
13:49:29	700/700	---M--	200	added ('OK')	image/png	etag:%222bc-5a3bc91091bda%22	http://127.0.0.1/wordpress/wp-content/plugins/js_composer/assets/images/icons/balloon-twitter.png	C:/Users/admin/Desktop/ptsd/ptsd/127.0.0.1/wordpress/wp-content/plugins/js_composer/assets/images/icons/balloon-twitter.png	(from http://127.0.0.1/wordpress/wp-content/plugins/js_composer/assets/css/js_composer.min.css?ver=5.6)
13:49:29	648/648	---M--	200	added ('OK')	image/png	etag:%22288-5a3bc910923a9%22	http://127.0.0.1/wordpress/wp-content/plugins/js_composer/assets/images/icons/battery-full.png	C:/Users/admin/Desktop/ptsd/ptsd/127.0.0.1/wordpress/wp-content/plugins/js_composer/assets/images/icons/battery-full.png	(from http://127.0.0.1/wordpress/wp-content/plugins/js_composer/assets/css/js_composer.min.css?ver=5.6)
13:49:29	621/621	---M--	200	added ('OK')	image/png	etag:%2226d-5a3bc91092790%22	http://127.0.0.1/wordpress/wp-content/plugins/js_composer/assets/images/icons/binocular.png	C:/Users/admin/Desktop/ptsd/ptsd/127.0.0.1/wordpress/wp-content/plugins/js_composer/assets/images/icons/binocular.png	(from http://127.0.0.1/wordpress/wp-content/plugins/js_composer/assets/css/js_composer.min.css?ver=5.6)
13:49:29	688/688	---M--	200	added ('OK')	image/png	etag:%222b0-5a3bc91092b77%22	http://127.0.0.1/wordpress/wp-content/plugins/js_composer/assets/images/icons/blue-document-excel.png	C:/Users/admin/Desktop/ptsd/ptsd/127.0.0.1/wordpress/wp-content/plugins/js_composer/assets/images/icons/blue-document-excel.png	(from http://127.0.0.1/wordpress/wp-content/plugins/js_composer/assets/css/js_composer.min.css?ver=5.6)
13:49:30	700/700	---M--	200	added ('OK')	image/png	etag:%222bc-5a3bc91093345%22	http://127.0.0.1/wordpress/wp-content/plugins/js_composer/assets/images/icons/blue-document-image.png	C:/Users/admin/Desktop/ptsd/ptsd/127.0.0.1/wordpress/wp-content/plugins/js_composer/assets/images/icons/blue-document-image.png	(from http://127.0.0.1/wordpress/wp-content/plugins/js_composer/assets/css/js_composer.min.css?ver=5.6)
13:49:30	647/647	---M--	200	added ('OK')	image/png	etag:%22287-5a3bc9109372d%22	http://127.0.0.1/wordpress/wp-content/plugins/js_composer/assets/images/icons/blue-document-music.png	C:/Users/admin/Desktop/ptsd/ptsd/127.0.0.1/wordpress/wp-content/plugins/js_composer/assets/images/icons/blue-document-music.png	(from http://127.0.0.1/wordpress/wp-content/plugins/js_composer/assets/css/js_composer.min.css?ver=5.6)
13:49:30	763/763	---M--	200	added ('OK')	image/png	etag:%222fb-5a3bc91093b16%22	http://127.0.0.1/wordpress/wp-content/plugins/js_composer/assets/images/icons/blue-document-office.png	C:/Users/admin/Desktop/ptsd/ptsd/127.0.0.1/wordpress/wp-content/plugins/js_composer/assets/images/icons/blue-document-office.png	(from http://127.0.0.1/wordpress/wp-content/plugins/js_composer/assets/css/js_composer.min.css?ver=5.6)
13:49:30	690/690	---M--	200	added ('OK')	image/png	etag:%222b2-5a3bc91093efb%22	http://127.0.0.1/wordpress/wp-content/plugins/js_composer/assets/images/icons/blue-document-pdf.png	C:/Users/admin/Desktop/ptsd/ptsd/127.0.0.1/wordpress/wp-content/plugins/js_composer/assets/images/icons/blue-document-pdf.png	(from http://127.0.0.1/wordpress/wp-content/plugins/js_composer/assets/css/js_composer.min.css?ver=5.6)
13:49:31	709/709	---M--	200	added ('OK')	image/png	etag:%222c5-5a3bc910942e2%22	http://127.0.0.1/wordpress/wp-content/plugins/js_composer/assets/images/icons/blue-document-powerpoint.png	C:/Users/admin/Desktop/ptsd/ptsd/127.0.0.1/wordpress/wp-content/plugins/js_composer/assets/images/icons/blue-document-powerpoint.png	(from http://127.0.0.1/wordpress/wp-content/plugins/js_composer/assets/css/js_composer.min.css?ver=5.6)
13:49:31	691/691	---M--	200	added ('OK')	image/png	etag:%222b3-5a3bc910946cb%22	http://127.0.0.1/wordpress/wp-content/plugins/js_composer/assets/images/icons/blue-document-word.png	C:/Users/admin/Desktop/ptsd/ptsd/127.0.0.1/wordpress/wp-content/plugins/js_composer/assets/images/icons/blue-document-word.png	(from http://127.0.0.1/wordpress/wp-content/plugins/js_composer/assets/css/js_composer.min.css?ver=5.6)
13:49:31	165548/165548	---M--	200	added ('OK')	font/ttf	etag:%22286ac-5a3bc8bb6d16b%22	http://127.0.0.1/wordpress/wp-content/themes/revolution/assets/fonts/fontawesome-webfont.ttf?v=4.7.0	C:/Users/admin/Desktop/ptsd/ptsd/127.0.0.1/wordpress/wp-content/themes/revolution/assets/fonts/fontawesome-webfont3e6e.ttf	(from http://127.0.0.1/wordpress/wp-content/themes/revolution/assets/css/font-awesome.min.css)
13:49:31	635/635	---M--	200	added ('OK')	image/png	etag:%2227b-5a3bc91094ab3%22	http://127.0.0.1/wordpress/wp-content/plugins/js_composer/assets/images/icons/bookmark.png	C:/Users/admin/Desktop/ptsd/ptsd/127.0.0.1/wordpress/wp-content/plugins/js_composer/assets/images/icons/bookmark.png	(from http://127.0.0.1/wordpress/wp-content/plugins/js_composer/assets/css/js_composer.min.css?ver=5.6)
13:49:31	590/590	---M--	200	added ('OK')	image/png	etag:%2224e-5a3bc91094e9a%22	http://127.0.0.1/wordpress/wp-content/plugins/js_composer/assets/images/icons/camcorder.png	C:/Users/admin/Desktop/ptsd/ptsd/127.0.0.1/wordpress/wp-content/plugins/js_composer/assets/images/icons/camcorder.png	(from http://127.0.0.1/wordpress/wp-content/plugins/js_composer/assets/css/js_composer.min.css?ver=5.6)
13:49:31	635/635	---M--	200	added ('OK')	image/png	etag:%2227b-5a3bc91095668%22	http://127.0.0.1/wordpress/wp-content/plugins/js_composer/assets/images/icons/camera.png	C:/Users/admin/Desktop/ptsd/ptsd/127.0.0.1/wordpress/wp-content/plugins/js_composer/assets/images/icons/camera.png	(from http://127.0.0.1/wordpress/wp-content/plugins/js_composer/assets/css/js_composer.min.css?ver=5.6)
13:49:32	659/659	---M--	200	added ('OK')	image/png	etag:%22293-5a3bc91095e37%22	http://127.0.0.1/wordpress/wp-content/plugins/js_composer/assets/images/icons/chart.png	C:/Users/admin/Desktop/ptsd/ptsd/127.0.0.1/wordpress/wp-content/plugins/js_composer/assets/images/icons/chart.png	(from http://127.0.0.1/wordpress/wp-content/plugins/js_composer/assets/css/js_composer.min.css?ver=5.6)
13:49:32	1686/1686	---M--	200	added ('OK')	image/png	etag:%22696-5a3bc91095a50%22	http://127.0.0.1/wordpress/wp-content/plugins/js_composer/assets/images/icons/chart-pie.png	C:/Users/admin/Desktop/ptsd/ptsd/127.0.0.1/wordpress/wp-content/plugins/js_composer/assets/images/icons/chart-pie.png	(from http://127.0.0.1/wordpress/wp-content/plugins/js_composer/assets/css/js_composer.min.css?ver=5.6)
13:49:32	706/706	---M--	200	added ('OK')	image/png	etag:%222c2-5a3bc9109621e%22	http://127.0.0.1/wordpress/wp-content/plugins/js_composer/assets/images/icons/clock.png	C:/Users/admin/Desktop/ptsd/ptsd/127.0.0.1/wordpress/wp-content/plugins/js_composer/assets/images/icons/clock.png	(from http://127.0.0.1/wordpress/wp-content/plugins/js_composer/assets/css/js_composer.min.css?ver=5.6)
13:49:32	470/470	---M--	200	added ('OK')	image/png	etag:%221d6-5a3bc91096606%22	http://127.0.0.1/wordpress/wp-content/plugins/js_composer/assets/images/icons/control.png	C:/Users/admin/Desktop/ptsd/ptsd/127.0.0.1/wordpress/wp-content/plugins/js_composer/assets/images/icons/control.png	(from http://127.0.0.1/wordpress/wp-content/plugins/js_composer/assets/css/js_composer.min.css?ver=5.6)
13:49:33	606/606	---M--	200	added ('OK')	image/png	etag:%2225e-5a3bc910969ed%22	http://127.0.0.1/wordpress/wp-content/plugins/js_composer/assets/images/icons/fire.png	C:/Users/admin/Desktop/ptsd/ptsd/127.0.0.1/wordpress/wp-content/plugins/js_composer/assets/images/icons/fire.png	(from http://127.0.0.1/wordpress/wp-content/plugins/js_composer/assets/css/js_composer.min.css?ver=5.6)
13:49:33	792/792	---M--	200	added ('OK')	image/png	etag:%22318-5a3bc91096dd4%22	http://127.0.0.1/wordpress/wp-content/plugins/js_composer/assets/images/icons/heart.png	C:/Users/admin/Desktop/ptsd/ptsd/127.0.0.1/wordpress/wp-content/plugins/js_composer/assets/images/icons/heart.png	(from http://127.0.0.1/wordpress/wp-content/plugins/js_composer/assets/css/js_composer.min.css?ver=5.6)
13:49:33	505/505	---M--	200	added ('OK')	image/png	etag:%221f9-5a3bc910971bb%22	http://127.0.0.1/wordpress/wp-content/plugins/js_composer/assets/images/icons/mail.png	C:/Users/admin/Desktop/ptsd/ptsd/127.0.0.1/wordpress/wp-content/plugins/js_composer/assets/images/icons/mail.png	(from http://127.0.0.1/wordpress/wp-content/plugins/js_composer/assets/css/js_composer.min.css?ver=5.6)
13:49:33	756/756	---M--	200	added ('OK')	image/png	etag:%222f4-5a3bc910975a2%22	http://127.0.0.1/wordpress/wp-content/plugins/js_composer/assets/images/icons/plus-shield.png	C:/Users/admin/Desktop/ptsd/ptsd/127.0.0.1/wordpress/wp-content/plugins/js_composer/assets/images/icons/plus-shield.png	(from http://127.0.0.1/wordpress/wp-content/plugins/js_composer/assets/css/js_composer.min.css?ver=5.6)
13:49:33	657/657	---M--	200	added ('OK')	image/png	etag:%22291-5a3bc9109798a%22	http://127.0.0.1/wordpress/wp-content/plugins/js_composer/assets/images/icons/video.png	C:/Users/admin/Desktop/ptsd/ptsd/127.0.0.1/wordpress/wp-content/plugins/js_composer/assets/images/icons/video.png	(from http://127.0.0.1/wordpress/wp-content/plugins/js_composer/assets/css/js_composer.min.css?ver=5.6)
13:49:34	7668/7668	---M--	200	added ('OK')	application/vnd.ms-fontobject	etag:%221df4-5a3bc91083587%22	http://127.0.0.1/wordpress/wp-content/plugins/js_composer/assets/fonts/vc_icons_v2/fonts/vcpb-plugin-icons.eot?f6ud62	C:/Users/admin/Desktop/ptsd/ptsd/127.0.0.1/wordpress/wp-content/plugins/js_composer/assets/fonts/vc_icons_v2/fonts/vcpb-plugin-iconsb82a.eot	(from http://127.0.0.1/wordpress/wp-content/plugins/js_composer/assets/css/js_composer.min.css?ver=5.6)
13:49:34	7464/7464	---M--	200	added ('OK')	font/ttf	etag:%221d28-5a3bc91086c2e%22	http://127.0.0.1/wordpress/wp-content/plugins/js_composer/assets/fonts/vc_icons_v2/fonts/vcpb-plugin-icons.ttf?f6ud62	C:/Users/admin/Desktop/ptsd/ptsd/127.0.0.1/wordpress/wp-content/plugins/js_composer/assets/fonts/vc_icons_v2/fonts/vcpb-plugin-iconsb82a.ttf	(from http://127.0.0.1/wordpress/wp-content/plugins/js_composer/assets/css/js_composer.min.css?ver=5.6)
13:49:34	7540/7540	---M--	200	added ('OK')	font/woff	etag:%221d74-5a3bc91087014%22	http://127.0.0.1/wordpress/wp-content/plugins/js_composer/assets/fonts/vc_icons_v2/fonts/vcpb-plugin-icons.woff?f6ud62	C:/Users/admin/Desktop/ptsd/ptsd/127.0.0.1/wordpress/wp-content/plugins/js_composer/assets/fonts/vc_icons_v2/fonts/vcpb-plugin-iconsb82a.woff	(from http://127.0.0.1/wordpress/wp-content/plugins/js_composer/assets/css/js_composer.min.css?ver=5.6)
13:49:34	24504/24504	---M--	200	added ('OK')	image/svg+xml	etag:%225fb8-5a3bc910858a8%22	http://127.0.0.1/wordpress/wp-content/plugins/js_composer/assets/fonts/vc_icons_v2/fonts/vcpb-plugin-icons.svg?f6ud62	C:/Users/admin/Desktop/ptsd/ptsd/127.0.0.1/wordpress/wp-content/plugins/js_composer/assets/fonts/vc_icons_v2/fonts/vcpb-plugin-iconsb82a.svg	(from http://127.0.0.1/wordpress/wp-content/plugins/js_composer/assets/css/js_composer.min.css?ver=5.6)
13:49:35	223/223	---M--	200	added ('OK')	image/png	etag:%22df-5a3bc91099667%22	http://127.0.0.1/wordpress/wp-content/plugins/js_composer/assets/images/toggle_open.png	C:/Users/admin/Desktop/ptsd/ptsd/127.0.0.1/wordpress/wp-content/plugins/js_composer/assets/images/toggle_open.png	(from http://127.0.0.1/wordpress/wp-content/plugins/js_composer/assets/css/js_composer.min.css?ver=5.6)
13:49:35	168/168	---M--	200	added ('OK')	image/png	etag:%22a8-5a3bc910990f6%22	http://127.0.0.1/wordpress/wp-content/plugins/js_composer/assets/images/toggle_close.png	C:/Users/admin/Desktop/ptsd/ptsd/127.0.0.1/wordpress/wp-content/plugins/js_composer/assets/images/toggle_close.png	(from http://127.0.0.1/wordpress/wp-content/plugins/js_composer/assets/css/js_composer.min.css?ver=5.6)
13:49:35	198/198	---M--	200	added ('OK')	image/png	etag:%22c6-5a3bc9108cdc6%22	http://127.0.0.1/wordpress/wp-content/plugins/js_composer/assets/images/flickr.png	C:/Users/admin/Desktop/ptsd/ptsd/127.0.0.1/wordpress/wp-content/plugins/js_composer/assets/images/flickr.png	(from http://127.0.0.1/wordpress/wp-content/plugins/js_composer/assets/css/js_composer.min.css?ver=5.6)
13:49:36	126/126	---M--	200	added ('OK')	image/svg+xml	etag:%227e-5a3bc9129b9f7%22	http://127.0.0.1/wordpress/wp-content/plugins/js_composer/assets/vc/blur.svg	C:/Users/admin/Desktop/ptsd/ptsd/127.0.0.1/wordpress/wp-content/plugins/js_composer/assets/vc/blur.svg	(from http://127.0.0.1/wordpress/wp-content/plugins/js_composer/assets/css/js_composer.min.css?ver=5.6)
13:49:36	6024/6024	---M--	200	added ('OK')	application/vnd.ms-fontobject	etag:%221788-5a3bc910789c1%22	http://127.0.0.1/wordpress/wp-content/plugins/js_composer/assets/fonts/vc_grid/vc_grid_v1.eot?-9hbgac	C:/Users/admin/Desktop/ptsd/ptsd/127.0.0.1/wordpress/wp-content/plugins/js_composer/assets/fonts/vc_grid/vc_grid_v157a1.eot	(from http://127.0.0.1/wordpress/wp-content/plugins/js_composer/assets/css/js_composer.min.css?ver=5.6)
13:49:36	6024/6024	---M--	200	added ('OK')	application/vnd.ms-fontobject	etag:%221788-5a3bc910789c1%22	http://127.0.0.1/wordpress/wp-content/plugins/js_composer/assets/fonts/vc_grid/vc_grid_v1.eot?	C:/Users/admin/Desktop/ptsd/ptsd/127.0.0.1/wordpress/wp-content/plugins/js_composer/assets/fonts/vc_grid/vc_grid_v1d41d.eot	(from http://127.0.0.1/wordpress/wp-content/plugins/js_composer/assets/css/js_composer.min.css?ver=5.6)
13:49:36	5924/5924	---M--	200	added ('OK')	font/woff	etag:%221724-5a3bc9107a514%22	http://127.0.0.1/wordpress/wp-content/plugins/js_composer/assets/fonts/vc_grid/vc_grid_v1.woff?-9hbgac	C:/Users/admin/Desktop/ptsd/ptsd/127.0.0.1/wordpress/wp-content/plugins/js_composer/assets/fonts/vc_grid/vc_grid_v157a1.woff	(from http://127.0.0.1/wordpress/wp-content/plugins/js_composer/assets/css/js_composer.min.css?ver=5.6)
13:49:37	5848/5848	---M--	200	added ('OK')	font/ttf	etag:%2216d8-5a3bc9107a12e%22	http://127.0.0.1/wordpress/wp-content/plugins/js_composer/assets/fonts/vc_grid/vc_grid_v1.ttf?-9hbgac	C:/Users/admin/Desktop/ptsd/ptsd/127.0.0.1/wordpress/wp-content/plugins/js_composer/assets/fonts/vc_grid/vc_grid_v157a1.ttf	(from http://127.0.0.1/wordpress/wp-content/plugins/js_composer/assets/css/js_composer.min.css?ver=5.6)
13:49:37	13215/13215	---M--	200	added ('OK')	image/svg+xml	etag:%22339f-5a3bc91078da8%22	http://127.0.0.1/wordpress/wp-content/plugins/js_composer/assets/fonts/vc_grid/vc_grid_v1.svg?-9hbgac	C:/Users/admin/Desktop/ptsd/ptsd/127.0.0.1/wordpress/wp-content/plugins/js_composer/assets/fonts/vc_grid/vc_grid_v157a1.svg	(from http://127.0.0.1/wordpress/wp-content/plugins/js_composer/assets/css/js_composer.min.css?ver=5.6)
13:49:37	673/673	---M--	200	added ('OK')	image/gif	etag:%222a1-5a3bc91097d73%22	http://127.0.0.1/wordpress/wp-content/plugins/js_composer/assets/images/spinner.gif	C:/Users/admin/Desktop/ptsd/ptsd/127.0.0.1/wordpress/wp-content/plugins/js_composer/assets/images/spinner.gif	(from http://127.0.0.1/wordpress/wp-content/plugins/js_composer/assets/css/js_composer.min.css?ver=5.6)
13:49:37	265/265	---M--	200	added ('OK')	image/png	etag:%22109-5a3bc912b01e3%22	http://127.0.0.1/wordpress/wp-content/plugins/js_composer/assets/vc/remove.png	C:/Users/admin/Desktop/ptsd/ptsd/127.0.0.1/wordpress/wp-content/plugins/js_composer/assets/vc/remove.png	(from http://127.0.0.1/wordpress/wp-content/plugins/js_composer/assets/css/js_composer.min.css?ver=5.6)
13:49:38	2294/2294	---M--	200	added ('OK')	application/json	date:Thu,%2023%20Apr%202020%2017:49:38%20GMT	http://127.0.0.1/wordpress/wp-json/oembed/1.0/embed?url=http%3A%2F%2F127.0.0.1%2Fwordpress%2Ffr%2Facceuil%2F	C:/Users/admin/Desktop/ptsd/ptsd/127.0.0.1/wordpress/wp-json/oembed/1.0/embedc0d0.json	(from http://127.0.0.1/wordpress/fr/acceuil/)
13:49:38	882/882	---M-Z	200	added ('OK')	application/rss+xml	etag:%22fc341fe204d993bdfd6d26d922d0e4b1-gzip%22	http://127.0.0.1/wordpress/fr/feed/	C:/Users/admin/Desktop/ptsd/ptsd/127.0.0.1/wordpress/fr/feed/index.html	(from http://127.0.0.1/wordpress/fr/acceuil/)
13:49:38	2380/2380	---M-Z	200	added ('OK')	text/xml	date:Thu,%2023%20Apr%202020%2017:49:38%20GMT	http://127.0.0.1/wordpress/wp-json/oembed/1.0/embed?url=http%3A%2F%2F127.0.0.1%2Fwordpress%2Ffr%2Facceuil%2F&format=xml	C:/Users/admin/Desktop/ptsd/ptsd/127.0.0.1/wordpress/wp-json/oembed/1.0/embed6878	(from http://127.0.0.1/wordpress/fr/acceuil/)
13:49:39	781/781	---M-Z	200	added ('OK')	application/rss+xml	etag:%2212b73389e98e032d1e55e62fae85f1cf-gzip%22	http://127.0.0.1/wordpress/fr/comments/feed/	C:/Users/admin/Desktop/ptsd/ptsd/127.0.0.1/wordpress/fr/comments/feed/index.html	(from http://127.0.0.1/wordpress/fr/acceuil/)
13:49:39	33942/33942	---M--	200	added ('OK')	image/png	etag:%225bdb565c-8496%22	http://revolution.fuelthemes.net/revolution-medical/wp-content/uploads/sites/24/2018/07/r6.png?id=25	C:/Users/admin/Desktop/ptsd/ptsd/revolution.fuelthemes.net/revolution-medical/wp-content/uploads/sites/24/2018/07/r69e43.png	(from http://127.0.0.1/wordpress/fr/acceuil/)
13:49:39	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Thu,%2023%20Apr%202020%2017:49:39%20GMT	http://127.0.0.1/wordpress/fr/acceuil	C:/Users/admin/Desktop/ptsd/ptsd/127.0.0.1/wordpress/fr/acceuil	(from http://127.0.0.1/wordpress/fr/acceuil/)
13:49:41	4044/4044	---M--	200	added ('OK')	image/png	etag:%22fcc-5a3bc9c985797%22	http://127.0.0.1/wordpress/wp-content/uploads/2018/07/icon1.png	C:/Users/admin/Desktop/ptsd/ptsd/127.0.0.1/wordpress/wp-content/uploads/2018/07/icon1.png	(from http://127.0.0.1/wordpress/fr/acceuil/)
13:49:41	3725/3725	---M--	200	added ('OK')	image/png	etag:%22e8d-5a3bc9c9c760f%22	http://127.0.0.1/wordpress/wp-content/uploads/2018/07/icon2.png	C:/Users/admin/Desktop/ptsd/ptsd/127.0.0.1/wordpress/wp-content/uploads/2018/07/icon2.png	(from http://127.0.0.1/wordpress/fr/acceuil/)
13:49:41	14498/14498	---M--	200	added ('OK')	image/png	etag:%2238a2-5a3cd1f64f4cb%22	http://127.0.0.1/wordpress/wp-content/uploads/2020/04/ptsd-fr.png	C:/Users/admin/Desktop/ptsd/ptsd/127.0.0.1/wordpress/wp-content/uploads/2020/04/ptsd-fr.png	(from http://127.0.0.1/wordpress/fr/acceuil/)
13:49:41	2896/2896	---M--	200	added ('OK')	image/png	etag:%22b50-5a3bc9ca07c8e%22	http://127.0.0.1/wordpress/wp-content/uploads/2018/07/icon3.png	C:/Users/admin/Desktop/ptsd/ptsd/127.0.0.1/wordpress/wp-content/uploads/2018/07/icon3.png	(from http://127.0.0.1/wordpress/fr/acceuil/)
13:49:42	14494/14494	---M--	200	added ('OK')	image/png	etag:%22389e-5a3cd1f5acdad%22	http://127.0.0.1/wordpress/wp-content/uploads/2020/04/ptsd-light-fr.png	C:/Users/admin/Desktop/ptsd/ptsd/127.0.0.1/wordpress/wp-content/uploads/2020/04/ptsd-light-fr.png	(from http://127.0.0.1/wordpress/fr/acceuil/)
13:50:28	292249/292249	---M--	200	added ('OK')	image/jpeg	etag:%2247599-5a3bc9ca85ca8%22	http://127.0.0.1/wordpress/wp-content/uploads/2018/07/r3.jpg	C:/Users/admin/Desktop/ptsd/ptsd/127.0.0.1/wordpress/wp-content/uploads/2018/07/r3.jpg	(from http://127.0.0.1/wordpress/fr/acceuil/)
13:51:33	687667/687667	---M--	200	added ('OK')	image/jpeg	etag:%22a7e33-5a3bc9fc2b247%22	http://127.0.0.1/wordpress/wp-content/uploads/2018/07/r14.jpg	C:/Users/admin/Desktop/ptsd/ptsd/127.0.0.1/wordpress/wp-content/uploads/2018/07/r14.jpg	(from http://127.0.0.1/wordpress/fr/acceuil/)
13:51:37	717092/717092	---M--	200	added ('OK')	image/jpeg	etag:%22af124-5a3bc9f28434e%22	http://127.0.0.1/wordpress/wp-content/uploads/2018/07/r12.jpg	C:/Users/admin/Desktop/ptsd/ptsd/127.0.0.1/wordpress/wp-content/uploads/2018/07/r12.jpg	(from http://127.0.0.1/wordpress/fr/acceuil/)
13:51:45	764421/764421	---M--	200	added ('OK')	image/jpeg	etag:%22baa05-5a3bc9f76655b%22	http://127.0.0.1/wordpress/wp-content/uploads/2018/07/r13.jpg	C:/Users/admin/Desktop/ptsd/ptsd/127.0.0.1/wordpress/wp-content/uploads/2018/07/r13.jpg	(from http://127.0.0.1/wordpress/fr/acceuil/)
